id	qid1	sentence1	qid2	sentence2	label
5932	457012	0/1/2/3/4/5/(494814,9):(6737,3):(176168,3)/9/10/11	457012	0/1/2/3/4/5/(318736,0):(400892,19):(191181,3):(476835,6):(382488,6):(227224,4)/9/8/11	0
5933	172213	0/1/2/3/4/5/6/24/8/9/10/11/12/13/21/15/16/17/10/19/13/21/22/23/24/25/9/27/31/29/30/28/32	172213	0/1/2/3/4/5/6/24/25/26/10/11/12/13/14/15/23/17/10/19/20/21/22/16/24/8/9/27/28/29/30/31/32	0
5934	44304	0/1/2/3/4/12/6/11/8/9/10/7/8/13	44304	0/1/2/3/4/8/6/7/8/6/10/11/12/13	1
5935	74631	0/1/2/3/4/9/10/7/8/5/10/7/12	74631	0/1/2/3/4/5/6/11/8/9/6/7/12	1
5936	472975	0/1/2/3/4/5/10/7/8/9/6/11/12/13	472975	0/1/2/3/8/5/6/7/4/5/10/11/12/13	1
5937	451981	0/2/3/4/5/6/1/2/8	451981	0/1/2/3/4/5/6/2/8	0
5938	158378	0/1/2/3/4/5/6/7/8/9/10/11/12/13	158378	0/1/2/3/4/5/6/7/12/11/8/9/10/13	0
5939	231767	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/24/18/29/20/21/22/23/17/25/26/27/10/19/30/31/32	231767	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/0/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32	0
5940	100908	0/1/2/3/12/5/6/7/8/13/10/11/4/9/14/15	100908	0/1/2/3/12/5/6/7/8/9/10/11/12/13/10/15	0
5941	293923	0/1/2/3/4/5/16/17/8/9/28/0/12/13/14/26/6/7/8/19/15/21/22/23/24/25/20/16/10	293923	11/12/2/13/4/5/6/7/8/9/10/11/1/13/14/15/27/7/8/19/20/21/22/23/24/25/20/27/28	0
5942	422984	0/1/2/3/10/5/6/7/8/9/4/11/6/13/14/15	422984	0/1/2/3/4/(16532,6):(256735,5):(147973,10)/14/9/10/5/6/(451522,1)/12/13/14/15	0
5943	500790	0/1/2/3/4/5/6/7/8	500790	0/1/6/3/4/5/2/7/8	0
5944	350627	16/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/0/20/18/19/17/18/22	350627	0/1/2/3/4/5/6/7/8/9/18/11/12/13/14/15/0/17/10/19/20/18/22	0
5945	93267	0/1/2/14/15/5/6/7/8/9/10/11/12/2/3/4/16/17/18/19	93267	0/1/2/3/4/5/6/7/8/9/10/11/1/2/14/4/16/17/18/19	0
5946	308418	0/1/17/3/4/5/6/7/8/9/10/11/12/13/14/15/11/17/18/19/20/21/22	308418	0/1/17/3/4/5/6/7/8/9/10/11/15/14/12/13/11/17/18/19/20/21/22	0
5947	439045	0/1/2/3/4/5/6/7/8/9/10/11/12/13	439045	0/1/2/3/4/12/5/6/7/8/9/10/11/4/13	0
5948	243119	0/1/2/3/4/5/14/7/8/9/10/11/12/13/6/8/16	243119	0/1/2/3/4/5/6/7/15/9/10/11/12/13/14/15/16	0
5949	411908	0/1/2/3/4/5/6/7/8/9/3/11/12/13/14	411908	0/8/9/10/4/5/6/7/1/9/10/11/12/13/14	0
5950	185809	0/1/2/3/4/5/6/7/8/9	185809	0/1/5/3/4/2/6/7/8/14	0
5951	71200	0/1/2/3/4/5/15/7/8/9/10/11/12/13/14/18/7/17/6/19/20/21/22/23	71200	0/1/2/3/18/5/6/16/8/9/10/11/12/13/14/15/16/17/4/19/20/21/22/23	0
5952	187872	0/11/2/3/4/5/6/7/8/9/10/1/2/13/16/15/16/17/18/19/20/21/22	187872	0/11/12/15/4/5/6/7/8/22/10/1/2/13/14/3/14/17/18/19/20/21/9	0
5953	270466	15/16/2/3/4/27/28/7/8/9/10/11/12/13/14/0/1/17/18/19/20/21/22/23/24/25/26/27/6/29	270466	23/1/2/3/4/27/28/7/8/9/10/11/12/13/14/0/16/17/18/19/11/21/(110413,8)/(376020,11)/(90739,0)/0/24/25/26/5/28/29	1
5954	415314	0/1/2/3/4/5/6/7/8/9/10/11	415314	0/1/2/3/4/5/6/7/8/9/10/11	1
5955	203821	12/13/2/3/4/5/6/7/8/9/10/29/0/13/14/15/16/17/18/19/20/21/12/23/35/36/3/27/40/29/30/31/32/33/34/35/25/26/27/40/41	203821	0/1/2/3/4/5/6/7/8/21/10/11/12/13/14/26/16/17/18/19/8/21/22/23/35/25/26/27/28/11/30/31/32/33/34/24/36/3/38/39/28/41	1
5956	289425	0/1/6/3/4/5/2/7/8/9/10/11/12/13/14/15	289425	0/12/2/8/4/5/2/7/3/9/10/11/1/13/14/15	0
5957	117879	0/1/2/3/4/5/9/7/8/9/10/11/12/13	117879	0/1/2/3/4/8/9/7/5/6/10/11/12/13	0
5958	224020	0/1/2/3/4/5/6/7/8/9/10/11	224020	0/1/2/3/4/5/6/10/8/9/7/11	1
5959	186666	0/1/2/3/13/5/6/7/8/21/10/11/15/4/14/12/16/17/18/19/20/21/22/23/24	186666	0/1/2/3/13/5/6/7/8/9/10/11/12/4/14/15/16/17/18/19/20/9/22/23/24	1
5960	335012	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	335012	0/1/2/3/4/5/13/7/8/9/10/11/7/12/6/14/15	0
5961	212779	0/1/5/6/7/3/4/2/8/9	212779	0/1/2/3/4/5/6/7/8/9	0
5962	358181	0/1/2/3/4/5/6/7/8/9/10/11/12/13/1/15/16/17/18/19/20/21/22	358181	0/1/2/3/4/5/6/7/8/9/19/20/12/13/1/11/16/17/18/19/15/21/22	0
5963	94902	0/1/2/3/4/5/6/7/8/9/10/11/12/13	94902	0/1/2/3/4/5/6/7/8/9/10/11/12/13	1
5964	429013	0/19/2/3/4/5/6/7/8/9/10/11/12/13/14/15/23/17/18/19/20/21/22/16/24/25/26/6/28/29	429013	0/19/2/3/18/9/27/7/8/5/10/11/12/13/14/15/16/17/4/1/20/21/10/23/24/25/26/6/28/29	0
5965	515650	11/0/1/2/3/4/5/11/12/11/9/5/6/7/13/11/15/14	515650	0/1/2/3/4/10/7/13/9/5/7/15	1
5966	403819	0/1/2/3/4/(125813,2)/9/7/5/6/11	403819	0/1/2/3/4/5/9/7/8/6/10/11	1
5967	326645	0/1/2/3/4/5/6/7/8/9/10/11/12/13/(357574,5):(14928,10)/17/18	326645	0/1/2/3/4/11/6/7/8/6/10/5/12/13/(357574,5):(21937,4)/17/18	0
5968	436113	0/1/2/11/4/5/6/10/12/9/7/3/8/13/14/15	436113	0/1/2/3/4/5/6/10/12/9/10/11/8/13/14/15	0
5969	53389	0/1/2/3/4/5/6/14/15/9/10/11/12/13/7/15/16	53389	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	0
5970	472817	0/1/2/3/4/5/6/7/8/9	472817	0/1/2/3/4/5/6/7/8/9	1
5971	337870	0/1/19/3/21/5/6/7/13/9/10/11/12/8/14/15/10/17/18/19/20/4/22/23	337870	0/1/19/3/21/5/6/7/8/9/16/11/12/13/14/15/10/17/18/2/20/21/22/23	0
5972	335583	0/1/2/3/4/5/6/7/8/12/10/11/9/13/14	335583	0/1/2/3/4/5/6/7/8/12/13/11/9/10/14	0
5973	482479	0/1/2/16/4/5/6/7/8/9/10/11/20/13/14/21/3/17/18/19/20/15/22/17/24/25	482479	20/1/2/3/4/5/6/7/8/9/10/11/12/13/14/21/16/17/18/19/20/15/22/23/24/25	0
5974	148552	0/1/2/3/4/5/6/7/8	148552	0/7/3/4/5/6/1/2/8	0
5975	421147	0/1/2/3/4/5/6/7/8	421147	0/1/2/3/4/7/6/5/8	0
5976	398311	12/13/14/15/22/17/18/13/20/21/16/23	398311	12/19/2/15/16/17/18/1/20/21/22/11	0
5977	131421	0/1/2/3/8/5/6/7/8/9/10/11/12/18/14/15/16/17/18/19/20/21	131421	0/1/2/3/8/5/6/7/8/9/10/11/17/13/19/15/16/17/18/14/20/21	1
5978	49204	0/1/2/3/4/5/6/7/8/9/10/11	49204	0/1/6/3/9/5/2/7/8/4/10/11	0
5979	476035	0/1/11/12/4/5/6/7/8/9/10/2/12/4/14/2/(223372,8):(226603,3):(62975,7)/19/20	476035	0/1/15/12/4/5/6/7/8/9/10/11/3/4/14/15/(289457,11):(115376,5):(194854,4)/19/20	0
5980	497445	12/1/2/3/4/6/7/8/14/10/11/12/13/9/15	497445	12/1/2/3/4/5/6/7/8/9/10/11/0/13/14/15	0
5981	510734	0/4/5/3/8/2/6/7/8/9	510734	0/8/5/3/4/2/6/7/8/9	0
5982	342342	0/13/7/14/4/5/6/2/8/9/10/11/12/13/20/15/16/17/18/19/3/21/22/23/24/25/26/27	342342	0/13/19/20/4/5/6/2/8/9/10/11/12/1/3/15/16/17/18/2/20/21/22/23/24/25/26/27	0
5983	379675	13/1/2/3/4/5/6/7/8/9/4/11/12/0/14/15/16/17/18/19/20/21/22/12	379675	13/1/2/3/10/5/6/7/19/9/4/11/12/13/14/15/16/17/18/8/20/21/22/23	0
5984	46339	0/1/2/3/4/5/0/7/8/9/10/11/12/13/14/15/16/17/18	46339	6/1/17/3/4/5/6/7/8/9/10/11/12/13/14/15/16/2/18	0
5985	511307	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	511307	0/1/2/13/4/5/6/7/8/9/10/11/12/3/14/15/16/17	0
5986	224138	0/1/2/3/4/5/6/7/8/9/10/11	224138	0/1/2/5/4/3/6/7/8/9/10/11	0
5987	491761	0/1/2/18/4/5/6/7/8/9/10/11/12/13/14/15/16/17/3/19/20	491761	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/3/19/20	1
5988	131640	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23	131640	0/1/2/3/4/5/6/7/8/9/10/11/12/15/14/13/16/17/18/19/20/21/22/23	1
5989	471344	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/14/19/20/21/22/23/24/25/26/27/28/29	471344	0/1/2/27/4/5/6/7/8/9/10/11/12/13/18/19/16/17/18/3/20/21/22/23/24/25/26/15/28/29	0
5990	358303	0/1/2/3/4/5/6/7	358303	0/5/6/3/4/1/2/7	0
5991	68585	0/1/2/3/4/5/6/7/8/9/10/11/12	68585	0/1/2/7/4/5/6/3/4/9/10/11/12	1
5992	281085	0/1/2/3/4/7/6/5/8/9	281085	0/1/2/3/4/5/6/7/8/9	0
5993	139308	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/17/16/17/18/19/20	139308	0/1/2/3/10/11/5/6/7/8/9/4/12/13/14/15/16/17/18/19/20	0
5994	161225	0/5/6/3/4/1/2/7	161225	0/1/2/3/4/5/6/7	0
5995	455950	0/1/2/3/4/5/6/7/8/9/10/11/12/13	455950	0/5/6/7/2/3/4/1/13/9/10/11/12/13	0
5996	418864	0/1/2/3/16/5/6/7/8/9/10/11/15/13/14/12/4/17	418864	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	0
5997	419499	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/16/22/23/24/25/26	419499	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/21/17/18/19/20/16/22/23/24/25/26	1
5998	327214	0/1/2/3/4/5/16/7/8/9/10/11/12/13/14/2/6/17/18/19/20	327214	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/2/16/17/8/19/20	0
5999	438328	0/1/2/5/4/3/6/7/8/9/20/28/12/13/14/15/16/17/18/19/10/27/22/23/24/25/26/27/28	438328	0/1/2/3/4/5/6/7/8/9/20/28/12/13/14/15/16/17/18/19/10/21/22/23/24/25/26/21/11	0
6000	518429	0/1/2/3/4/5/6	518429	0/1/2/3/4/5/6	1
6001	385690	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	385690	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
6002	152282	0/1/2/3/4/5/14/3/8/9/10/11/12/5/6/15/16/17	152282	0/1/2/3/4/5/14/7/8/9/10/11/12/5/6/15/16/17	1
6003	464366	0/1/2/6/4/5/3/7/8/9	464366	0/1/2/3/4/5/6/7/8/9	0
6004	200780	0/1/2/3/4/5/12/7/8/9/10/11/6/13/14/15/16/17/18/19/20/21/22/19/24/25/26/29/28/27/30/31/32	200780	0/1/2/3/4/2/6/7/8/9/10/11/12/13/14/15/16/17/18/23/20/21/22/23/24/25/26/29/28/29/30/31/32	0
6005	457184	0/1/2/23/5/6/7/8/(491664,16)/9/10/11/12/13/14/15/16/17/18/16/20/25/22/3/4/24/25	457184	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/19/17/18/19/20/25/22/23/24/25	0
6006	392110	0/1/2/3/4/8/9/7/5/6/10	392110	0/1/2/3/4/5/9/7/8/9/10	1
6007	452170	0/1/6/3/4/5/6/19/20/9/10/11/12/4/14/15/16/17/18/7/8/21	452170	0/1/2/3/13/1/2/7/20/9/10/11/12/4/14/15/16/17/18/19/20/21	0
6008	5878	0/1/2/10/4/5/6/7/8/9/3/18/19/12/13/14/15/16/17/18/20/21/22/23/24/25/26	5878	0/1/2/3/4/5/6/7/8/2/3/18/12/13/14/26/16/17/18/14/20/21/22/23/24/25/26	1
6009	415226	0/1/2/3/4/5/6/20/17/9/10/11/12/13/8/15/16/17/18/19/7/21	415226	0/1/2/3/4/5/19/7/17/9/10/11/12/13/17/15/16/14/18/6/20/21	0
6010	318422	0/1/2/3/4/5/6/7/8/9	318422	0/1/2/3/4/5/6/7/8/9	1
6011	478815	0/1/2/3/4/5/6/7/8/9	478815	0/1/2/3/7/5/6/4/8/9	0
6012	421068	0/1/2/3/4/5/6/7/3/9/10/11/12/13/14/15/16/17	421068	0/1/2/8/4/5/6/7/8/9/10/11/12/13/1/15/16/17	1
6013	519143	0/1/2/3/4/5/6/2/8/9/10/11/12/13/14/15/16/17/18/19/17/21/22/23/24/3/26/27	519143	0/1/7/3/26/5/6/7/8/9/10/11/12/13/14/27/16/20/18/19/20/21/22/23/24/25/26/15	1
6014	232761	0/1/2/3/4/5/6	232761	0/1/2/5/4/3/6	0
6015	393952	0/1/2/3/4/5/6/14/15/9/10/11/12/3/14/8/16/17/18/19/20/7	393952	0/1/2/13/4/5/6/7/8/9/10/11/12/13/14/15/6/17/18/19/20/7	1
6016	80505	0/13/14/3/4/5/6/7/8/9/10/3/29/13/14/15/16/17/18/19/20/21/22/12/24/2/26/27/28/12	80505	0/1/2/11/4/5/6/7/16/9/10/11/12/13/2/15/16/17/18/19/20/21/22/12/24/2/26/27/28/23	1
6017	320328	0/1/2/3/4/5/6/7/8/9/10/11/12/13	320328	0/1/2/3/4/5/6/7/8/12/10/11/9/13	0
6018	94705	0/1/2/3/4/5/6/7/8	94705	0/1/2/3/4/5/6/7/8	1
6019	209501	0/1/2/3/4/5/6/12/10/8/14/15/16/17	209501	11/0/1/2/3/4/2/6/11/8/7/10/7/12/7/14/15/16/17/13	1
6020	242301	0/1/2/3/4/5/8/7/6/9/10/11/12/13	242301	0/1/2/3/4/5/6/9/8/7/10/11/12/13	0
6021	101290	0/1/2/3/4/5/6/7/8/9/10/21/12/4/14/15/16/17/18/19/20/11/22	101290	0/1/2/3/13/5/6/7/8/9/10/11/12/4/14/15/16/17/18/19/20/21/22	0
6022	229369	0/1/2/3/4/5/6/7/8/9/10/11/12/13	229369	0/1/2/9/5/6/7/8/3/4/10/11/12/13	0
6023	342406	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	342406	0/10/2/3/4/5/6/7/8/9/1/14/15/13/11/12/16/17/18/19/20/21/22	1
6024	174366	0/1/2/3/4/5/(26963,6)/9/12/10/11/12/13/14	174366	0/1/2/3/4/5/(6274,6)/8/9/10/11/12/13/14	0
6025	337066	0/1/2/3/13/5/6/7/16/27/17/11/12/13/14/15/26/17/18/19/20/21/0/23/24/25/16/9/28	337066	22/1/2/3/24/5/6/7/16/9/17/11/12/24/14/15/8/10/18/19/20/21/22/23/13/5/26/27/28	0
6026	39790	0/1/2/11/4/5/6/7/8/9/10/3/12/13/14	39790	0/1/2/11/4/5/6/7/8/9/10/11/12/13/14	1
6027	36116	0/1/2/3/4/16/6/7/8/9/12/11/10/13/14/15/16/17/13	36116	0/1/2/3/4/16/6/7/8/9/10/11/12/13/14/15/16/17/18	1
6028	416506	4/0/1/2/9/4/5/6/7/8/9/10/11/12/4/14/13	416506	0/1/2/9/5/6/10/8/9/7/11/12/14	0
6029	17789	0/1/2/3/4/5/6/7	17789	0/1/4/3/2/5/6/7	1
6030	319331	0/1/2/3/4/5/6/7/8	319331	0/1/2/3/4/(110102,12)/(260121,4)/(519066,21)/6/7/8	1
6031	283223	13/1/2/3/4/5/6/7/8/9/10/11/12/0/14/15/16/24/18/19/20/21/22/23/24	283223	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/24/18/19/20/21/22/23/24	0
6032	418194	0/1/2/3/4/5/6/7/8/9/10	418194	0/1/2/3/9/5/6/7/8/4/10	0
6033	299289	0/1/2/3/4/5/6/7/8/9/10/11/9/13	299289	0/1/2/3/4/5/6/7/11/9/10/8/9/13	0
6034	503717	0/1/2/7/8/5/6/7/4/9/10/11/12	503717	0/1/2/7/4/5/6/3/8/9/10/11/12	0
6035	535914	0/1/2/3/4/5/6/7/8/9/10/11/12/13	535914	12/1/2/3/4/5/6/7/8/9/10/11/0/13	1
6036	331412	0/1/2/3/4/7/6/5/8	331412	0/1/2/3/4/5/6/7/8	1
6037	223853	0/1/2/3/4/5/6/7/8	223853	0/6/2/3/4/5/1/7/8	0
6038	74793	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	74793	0/1/2/3/4/5/6/7/8/9/10/11/14/13/12/15/16	0
6039	195005	0/25/27/3/4/5/25/7/8/9/3/11/12/13/14/24/16/17/18/19/20/21/22/23/15/6/26/27/28/29/5	195005	0/6/27/10/4/30/6/7/8/9/3/11/12/13/14/24/16/17/18/19/20/21/22/23/15/6/26/27/28/29/5	1
6040	208701	14/9/2/3/4/5/6/7/8/1/10/11/12/13/0/15/16/17/18/19/20/21/22/18/(49046,10):(247616,24)/26/27/28/29/30	208701	8/1/2/16/4/5/6/7/0/9/10/11/12/25/14/15/16/17/18/19/20/21/22/18/(91833,3):(400029,19)/26/27/28/29/30	1
6041	285329	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	285329	0/1/2/3/4/5/6/7/8/15/10/11/12/13/14/9/16/17/18	0
6042	224396	0/1/2/3/4/5/6/7/8/9/10/11	224396	0/1/2/6/4/5/3/7/8/9/10/11	0
6043	430185	0/1/11/3/4/5/6/16/8/9/10/2/12/13/14/10/7/17	430185	0/13/11/3/4/14/15/7/8/9/15/11/12/13/5/15/16/17	0
6044	219303	0/1/2/3/4/5/6/7/8/9	219303	0/1/2/3/4/5/6/7/8/9	1
6045	356097	0/1/16/3/4/2/6/7/8/9/10/11/5/13/14/19/5/17/18/19/20/21/22/11/5/25/26/27	356097	0/1/2/3/4/24/6/7/2/9/10/11/5/13/14/19/21/17/18/19/20/2/22/23/2/25/26/27	1
6046	354459	0/7/2/3/4/5/6/7/8/9/10/11/12/13/1/17/18/19/16/15/20/21/22/23/24/25/26	354459	0/14/2/3/4/5/6/7/8/9/10/11/12/13/1/15/16/17/18/19/20/21/22/23/24/25/26	1
6047	145126	0/1/(193151,6)/2/3/4/5/6/7/8/9/10/11	145126	0/1/2/3/4/5/6/7/8/9/10/11	1
6048	398265	8/1/2/3/4/5/6/7/0/9/10/11/12/13	398265	8/1/2/3/4/5/6/7/8/9/10/11/12/13	1
6049	36303	0/1/2/3/7/5/6/4/8/9/10/11/12	36303	0/1/2/3/7/5/6/4/8/9/10/11/12	1
6050	398257	0/1/2/3/4/5/8/9/6/9/10/11	398257	0/1/2/3/4/5/6/7/8/7/10/11	0
6051	113296	0/1/2/3/4/5/6/9/8/7/10/11	113296	0/1/2/3/4/5/6/7/8/9/10/11	0
6052	198290	0/1/16/3/4/5/6/7/13/9/10/11/40/27/14/15/16/17/18/19/20/21/25/26/24/25/12/27/39/29/30/31/14/33/34/35/36/46/38/39/26/41/42/43/44/45/37	198290	32/1/16/3/4/5/6/7/8/9/10/11/12/13/32/15/16/17/18/19/20/21/25/12/24/22/26/13/28/29/30/31/0/33/34/44/36/37/38/39/40/41/42/43/35/45/37	0
6053	164073	0/1/2/3/4/5/6/7/8/9/10/11/12/18/14/15/16/12/13/19/26/21/22/23/24/25/20	164073	0/1/2/3/4/5/6/7/8/9/10/11/17/13/14/15/16/12/18/19/26/21/22/23/24/25/26	0
6054	533658	0/1/2/10/4/5/6/7/8/9/3/11/12/13/14/15/16/17	533658	0/1/2/3/4/5/6/7/8/9/3/11/12/13/14/15/16/17	1
6055	298290	0/1/2/3/4/(402225,3)/(515212,12)/6/7/8/21/10/4/(522317,12)/(422648,14)/13/14/9/16/17/18/19/18/2/3/23	298290	0/1/9/22/4/(207872,9)/(242693,16)/6/7/8/2/10/14/(47176,4)/(99021,10)/13/4/2/10/17/20/19/18/9/22/23	1
6056	335431	0/1/2/3/4/5/6/7/8/9/10/11/12	335431	0/1/2/7/4/5/6/(446034,5)/8/9/10/11/12	0
6057	45571	0/1/2/3/4/5/6/7/8/9/10/11/25/13/14/19/16/17/18/15/20/21/22/23/24/25	45571	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25	0
6058	427492	0/5/3/4/1/2/6/7/8/9/10/11/12/13	427492	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
6059	75385	0/1/2/3/4/5/6/7/8/9	75385	0/1/5/3/4/2/6/7/8/9	0
6060	131053	0/1/27/3/26/5/6/7/8/9/15/11/12/13/14/10/22/17/18/19/20/21/22/23/24/25/4/2/28/29	131053	0/1/27/3/4/5/6/7/8/9/10/11/12/13/14/10/22/17/18/19/20/21/24/23/22/25/4/27/28/29	0
6061	248593	0/1/2/3/4/5/6/10/8/9/7/11/12/13/14/15/16/17/23/19/20/21/22/18	248593	0/1/2/3/4/5/6/7/11/9/10/8/12/13/14/15/16/17/23/19/20/21/22/18	1
6062	491618	0/1/22/3/4/5/6/7/8/9/10/11/12/13/22/27/16/17/18/19/20/21/22/23/24/25/26/15/28	491618	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/0/20/21/2/23/24/25/26/27/28	0
6063	160061	0/1/14/17/4/5/6/7/8/9/10/11/12/13/2/15/16/3/18/19/20/21/22/23/24/25/26/27/28	160061	0/1/14/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28	0
6064	317069	0/1/8/3/4/5/6/7/2/9/10/11/12/21/14/15/16/17/18/19/20/21	317069	0/1/8/3/10/11/6/7/2/9/10/5/12/21/14/15/16/17/18/19/20/13	0
6065	431314	0/1/2/3/4/(208860,4):(431314,6)/(230061,5):(207155,5):(451843,5)/10/11/12	431314	0/1/2/3/4/(290620,6):(431314,6)/(75740,3):(163891,8):(174088,0)/(174088,1):(203495,6):(451843,5)/11/12	1
6066	134072	0/1/2/3/8/5/6/7/4/9/10	134072	0/3/2/1/8/5/6/7/4/9/10	0
6067	50035	0/6/2/8/4/5/1/7/3/9	50035	0/6/7/3/4/5/6/7/8/9	0
6068	4374	0/1/2/3/16/5/6/7/4/21/10/11/12/13/14/7/8/17/18/19/13/21/22/23/24/25/26/27/28	4374	0/1/2/3/4/5/6/7/8/9/10/11/12/20/6/15/16/17/18/19/13/21/22/23/24/25/26/27/28	0
6069	7170	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	7170	0/1/2/3/14/5/6/7/8/9/10/11/12/13/4/15/16/17	0
6070	11223	7/8/2/3/4/10/11/7/8/9/5/6	11223	0/8/2/3/4/5/6/7/8/9/10/11	1
6071	35367	0/1/15/3/4/5/6/7/8/13/10/11/12/13/14/2/16/17/18/19/20/21/22	35367	0/1/2/3/4/5/6/7/12/13/7/19/8/6/14/2/16/17/18/11/20/21/22	1
6072	282142	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	282142	0/1/2/3/4/5/6/7/8/9/10/16/12/13/14/15/11/17/18	0
6073	485047	0/6/2/3/4/5/1/7/8/9/10/11/12/13/14/15/16/17/18	485047	0/1/2/3/4/5/6/15/8/9/10/11/12/13/14/7/8/17/18	0
6074	485126	0/1/2/3/14/5/6/7/8/9/10/1/2/3/4/15	485126	0/11/2/3/4/5/6/7/8/9/10/1/12/13/14/15	0
6075	300909	0/3/2/1/4/5/6	300909	0/1/2/3/4/5/6	0
6076	11575	0/1/2/3/4/5/6/7/8/9/10/11/12/13	11575	0/1/2/3/4/5/6/7/8/9/10/11/12/13	1
6077	165009	0/1/2/3/4/5/6/10/8/9/10/11/28/20/7/15/16/1/18/19/13/21/22/23/24/25/26/27/19	165009	0/1/2/3/4/5/6/10/21/9/10/11/28/13/14/15/16/1/18/28/20/8/22/23/24/25/26/27/12	1
6078	256732	0/1/2/3/4/5/9/7/8/6/10	256732	0/1/2/3/4/8/6/7/5/6/10	1
6079	282958	0/1/2/3/4/5/6/7/8/9/17/11/12/13/14/15/16/10/18	282958	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
6080	412637	0/1/2/3/4/13/6/7/8/9/10/11/12/5/14/15/16/17/18/19/20/21/22/23	412637	0/1/2/3/4/13/6/7/17/9/10/11/12/5/14/15/16/20/18/19/3/21/22/23	0
6081	27269	0/1/2/3/4/5/6/7/8/9	27269	0/1/2/3/4/5/6/7/8/9	1
6082	521437	0/(218590,14)/2/3/4/5/6/7/(363448,16)/9/10/(45692,4)/(323005,17)/(329966,11)/12/13/14/15/16/10/18/19/20/(61717,8)/(279478,30)/(384441,10):(130054,9)/22/0/24/(46641,22)/26/27/28/29	521437	23/8/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/0/24/25/26/27/28/29	1
6083	50108	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/1/16/17/13/19/20/21/22/23/24	50108	0/1/2/3/4/5/8/7/6/9/10/11/12/18/14/15/16/17/13/19/20/21/22/23/24	0
6084	278329	0/1/2/3/4/5/6/7/8/9	278329	0/1/2/3/4/5/6/7/8/9	1
6085	222371	0/1/2/3/4/5/6/7	222371	0/1/5/3/4/2/6/7	0
6086	284006	0/11/2/3/4/5/10/11/8/9/6/1/12	284006	0/11/2/3/4/9/6/11/8/9/10/11/12	1
6087	66438	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	66438	0/1/2/3/4/5/6/7/12/13/10/11/8/9/14/15/16/17	0
6088	430029	0/1/2/5/4/3/6/7/8/9/10/11/12	430029	0/1/2/3/4/5/6/7/8/9/10/11/12	0
6089	224910	0/1/2/14/4/5/6/7/8/9/10/11/12/13/3/15/16	224910	0/1/2/14/4/5/9/7/8/6/10/11/12/13/14/15/16	0
6090	523449	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	523449	0/1/2/3/4/5/6/12/13/10/11/7/8/9/10/15/16	1
6091	213017	11/12/2/9/4/5/6/1/8/9/17	213017	0/7/8/9/4/5/6/1/2/9/17	1
6092	454868	0/1/2/3/4/8/6/7/5/9/10	454868	0/1/2/3/4/5/6/7/8/9/10	0
6093	434373	0/1/2/3/16/5/6/7/12/9/10/9/8/13/14/15/4/17/18/19	434373	0/1/2/3/16/5/6/7/8/11/10/9/12/13/14/15/4/17/18/19	1
6094	131699	0/7/15/3/4/5/6/1/8/9/10/11/(406160,2)/(27369,21)/2/16/17/18/19	131699	0/1/2/3/4/5/6/1/8/9/10/11/(194194,1)/(120833,11)/15/16/17/18/19	0
