,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder,bleu,rouge_L,meteor,0_bert_score_prime,1_bert_score_prime,2_bert_score_prime,3_bert_score_prime,4_bert_score_prime,5_bert_score_prime,6_bert_score_prime,7_bert_score_prime,8_bert_score_prime,9_bert_score_prime,10_bert_score_prime,11_bert_score_prime,0_bert_score,1_bert_score,2_bert_score,3_bert_score,4_bert_score,5_bert_score,6_bert_score,7_bert_score,8_bert_score,9_bert_score,10_bert_score,11_bert_score,12_bert_score_prime,12_bert_score
444,greater return of capital,wealth condensation,0.0,0.3703290224075317,0.0,0.3117708265781402,0.3228567838668823,0.3338695764541626,0.0,0.0,0.0,0.1855129,0.23299898,0.27255365,0.31684938,0.34368584,0.33398432,0.3540359,0.35742557,0.36642617,0.3459711,0.34514743,0.42275253,0.14911164,0.23351379,0.32285684,0.33355495,0.3614937,0.4153018,0.4248371,0.42103946,0.46473193,0.46934992,0.5119798,0.5796068,0.3117707,0.4653371
445,larger fortunes,wealth condensation,0.0,0.5616962909698486,0.0,0.3642991781234741,0.3258109092712402,0.3584131896495819,0.0,0.0,0.0,0.1335105,0.18795347,0.2545468,0.2942632,0.31805146,0.290838,0.32982525,0.37010956,0.40437755,0.40726578,0.41075262,0.50154084,0.1819384,0.24138208,0.32581082,0.33927286,0.3552875,0.38682118,0.40264583,0.3856335,0.4104593,0.4405916,0.4821811,0.5481831,0.36429912,0.39276287
446,human capital is neglected,a lower level of economic utility in society,0.0,0.263066291809082,0.0,0.244639053940773,0.3487801253795624,0.2410693168640137,0.0,0.0,0.0,0.152049,0.21565452,0.27522755,0.3120452,0.2885235,0.24778284,0.25810963,0.28410023,0.31021073,0.33255157,0.32292318,0.33745825,0.18278077,0.2541914,0.34878013,0.36393052,0.3919756,0.44269794,0.43842897,0.4461486,0.46288916,0.4861236,0.5755978,0.6349039,0.24463902,0.5444216
447,among states in the US with larger income inequalities,countries with bigger income inequalities,1.0,0.4573527276515961,0.4615384615384615,0.815969705581665,0.7990515232086182,0.8205916285514832,0.0,0.4285714285714285,0.7349537037037037,0.7327738,0.74024934,0.75070536,0.76310396,0.7633831,0.77532476,0.79697996,0.80712795,0.8226443,0.8213118,0.81814814,0.84323424,0.7505588,0.7697163,0.79905146,0.80685496,0.8085992,0.82813036,0.8245894,0.82362056,0.8173453,0.80552924,0.7995978,0.81440884,0.8159697,0.7900516
448,a great deal of utility,basic necessities,0.0,0.2446198910474777,0.0,0.2754203677177429,0.2934022843837738,0.2451289743185043,0.0,0.0,0.0,0.16622347,0.2145945,0.24929713,0.2872065,0.30235535,0.27017525,0.29763147,0.3399093,0.36596048,0.3574106,0.32112962,0.4170577,0.13512906,0.20442145,0.29340214,0.32603368,0.35032657,0.38862276,0.39481634,0.38744116,0.40369824,0.40740007,0.40132403,0.44848993,0.2754203,0.38272846
449,higher aggregate utility,population-wide satisfaction and happiness,0.0,0.0429007560014724,0.0,0.3358471095561981,0.3152710199356079,0.3513614535331726,0.0,0.0,0.0,0.16625762,0.21797328,0.27435732,0.31430307,0.32415584,0.3198894,0.35240462,0.425738,0.4537865,0.45708635,0.43145773,0.48526582,0.15787546,0.25156763,0.31527105,0.35213953,0.39127368,0.40880367,0.4218823,0.41429633,0.43568626,0.44971713,0.5240872,0.580922,0.3358471,0.52093506
450,evidence,prevent growth,0.0,0.0134377721697092,0.0,0.1596229970455169,0.3367545008659363,0.1994389295578003,0.0,0.0,0.0,0.23186633,0.32221073,0.36306587,0.38064602,0.39218962,0.3068099,0.24003187,0.23452996,0.22777541,0.2257596,0.15516323,0.23933628,0.16682588,0.19023114,0.33675444,0.40004903,0.45520553,0.4845689,0.53373915,0.5355079,0.5700499,0.595677,0.6216846,0.63881755,0.1596231,0.5282938
451,redistributive taxation,fertility,0.0,0.0090739345178008,0.0,0.2802712023258209,0.2790678739547729,0.303090900182724,0.0,0.0,0.0,0.21888897,0.30937394,0.36470765,0.4052066,0.42173547,0.3524821,0.3361638,0.3298939,0.29031026,0.31623593,0.30745423,0.37192458,0.11267378,0.15981807,0.27906787,0.32485119,0.34587997,0.36588475,0.3752824,0.37038532,0.39828366,0.39188597,0.393416,0.42568898,0.2802712,0.31318733
452,reduction,halve poverty,0.0,0.0103360814973711,0.0,0.3919807970523834,0.319921612739563,0.4082973003387451,0.0,0.0,0.0,0.13498878,0.20230979,0.18165667,0.20645285,0.3012236,0.29340324,0.28135777,0.31712916,0.32483205,0.33744842,0.37303376,0.4682868,0.14285104,0.19776498,0.31992158,0.38686344,0.42298418,0.45493352,0.49033555,0.4897996,0.5363122,0.5680075,0.5990862,0.64937496,0.39198074,0.61713046
453,residents willing to pay higher market rate for housing,gentrification of older neighbourhoods,1.0,0.0309397689998149,0.0,0.3086882829666137,0.3427924811840057,0.2725202441215515,0.0,0.0,0.0,0.1569915,0.21872923,0.25471404,0.2749015,0.27725598,0.27841252,0.30307323,0.33147922,0.3136987,0.28288585,0.2812817,0.40909284,0.21846978,0.26313764,0.3427925,0.35618764,0.38463166,0.43516108,0.43731275,0.4184112,0.44258863,0.4570187,0.4982603,0.5523944,0.30868822,0.5270146
454,emissions per person,this multiplier,0.0,0.0128318462520837,0.0,0.2562346160411834,0.2759802937507629,0.270961582660675,0.0,0.0,0.0,0.11870834,0.16705415,0.19547568,0.17505556,0.18676911,0.16722365,0.20254874,0.21918134,0.2410468,0.26638684,0.2675375,0.3540945,0.15147524,0.19601876,0.27598026,0.2873294,0.3016855,0.31808558,0.29810238,0.299476,0.31290358,0.31569535,0.3273777,0.31766626,0.25623456,0.36791122
455,environmental degradation,this as well,0.0,0.0345615707337856,0.0,0.1730626970529556,0.3392427861690521,0.1768505275249481,0.0,0.0,0.0,0.108944364,0.14744395,0.16608916,0.1615258,0.17284672,0.14907946,0.15685739,0.21349561,0.24212533,0.24473278,0.1683547,0.18076728,0.14226308,0.20862001,0.33924267,0.3315953,0.3164983,0.30345145,0.30056643,0.2705205,0.285619,0.2842635,0.30891496,0.34100437,0.1730627,0.26898274
456,"5,000","around 15,000",0.0,0.314514696598053,0.0,0.4534015655517578,0.7888174057006836,0.4384354650974273,0.0,0.4,0.0,0.49996588,0.5387436,0.5707689,0.580618,0.5396815,0.60329866,0.6477256,0.6678285,0.6617039,0.65955454,0.6851238,0.6026248,0.7463436,0.7778812,0.78881747,0.7788132,0.7907315,0.7826164,0.76392275,0.7525698,0.76238626,0.765669,0.73861206,0.6795077,0.45340163,0.5970425
457,various academic disciplines,"the world's first man-made, self-sustaining nuclear reaction",0.0,0.009258035570383,0.0,0.0287633147090673,0.2917124330997467,-0.0473889708518981,0.0,0.0,0.0,0.28111836,0.31577218,0.31194717,0.2846928,0.23448366,0.17300713,0.16328748,0.19648772,0.20040102,0.1880462,0.16683042,0.22402884,0.1649485,0.21446908,0.29171243,0.29420573,0.31357506,0.3369904,0.32553035,0.30978233,0.3164748,0.29981434,0.33579943,0.38814962,0.02883978,0.35600242
458,several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,0.2881920933723449,0.1333333333333333,0.3674573600292206,0.4522986710071564,0.3605731725692749,0.0,0.1333333333333333,0.1229508196721311,0.3240214,0.35068655,0.3729127,0.38188887,0.3905906,0.4006264,0.40265116,0.39504892,0.3702147,0.38878062,0.40177363,0.44294626,0.4071519,0.42704347,0.45229864,0.4421556,0.4220714,0.41849682,0.42927584,0.412988,0.4428103,0.4441647,0.49303907,0.5103761,0.3674574,0.50375426
459,passed,Several University of Chicago professors,0.0,0.013009188696742,0.0,0.0145547688007354,0.3340559303760529,-0.0259916689246892,0.0,0.0,0.0,0.051182438,0.07386748,0.10532424,0.11601079,0.08754151,0.10614996,0.13455214,0.14747383,0.14695093,0.1150827,0.08633112,0.10388596,0.17960562,0.19562751,0.33405593,0.3267746,0.31145903,0.30817163,0.32281727,0.30045995,0.35945106,0.36949536,0.38919634,0.44419122,0.016255785,0.3579965
460,1910,Several University of Chicago professors,0.0,0.0095591060817241,0.0,0.1998309195041656,0.3113726377487182,0.1853052973747253,0.0,0.0,0.0,0.060761526,0.118458465,0.18659373,0.1869453,0.15936472,0.1403848,0.1531799,0.16565818,0.18746012,0.21795565,0.2122024,0.256349,0.20612827,0.23588197,0.3113726,0.31173253,0.32040778,0.32853153,0.3274804,0.30614406,0.3289801,0.3434051,0.36920878,0.42989516,0.19983089,0.33875358
461,after their second year,early 1950s,0.0,0.0092372223734855,0.0,0.0738164484500885,0.3236765265464783,0.0489163994789123,0.0,0.0,0.0,0.15184371,0.20854236,0.2521678,0.28067645,0.30275267,0.28643277,0.2815708,0.27391514,0.2571042,0.2721346,0.22118609,0.21346916,0.18976882,0.21801566,0.32367647,0.31063884,0.32936698,0.32402194,0.34043866,0.3448575,0.3672568,0.33969063,0.382513,0.43791965,0.075015135,0.33965236
462,"Cobb, Shepley, Rutan and Coolidge, Holabird & Roche,",Henry Ives Cobb,1.0,0.4363983571529389,0.2,0.3163099884986877,0.3650338649749756,0.2769127190113068,0.0,0.2,0.1282051282051282,0.33502278,0.3484334,0.35777837,0.36165324,0.36443353,0.38206238,0.3936299,0.4006459,0.36898214,0.34441948,0.34499,0.37166622,0.24916992,0.31811127,0.36503384,0.35396475,0.35053414,0.37251538,0.35098884,0.3489009,0.36789727,0.37484592,0.43246445,0.47533378,0.31631002,0.41068473
463,a board of trustees,The Board of Trustees,2.0,0.955896258354187,1.0,0.9068734049797058,0.9085503220558168,0.9293217658996582,0.0,0.75,0.7361111111111112,0.7384807,0.77046186,0.78461564,0.7968022,0.77963746,0.7732241,0.80491406,0.822691,0.8406064,0.8418664,0.85778934,0.8996107,0.9220681,0.9126798,0.9085503,0.9098661,0.9084302,0.9119054,0.927195,0.92747474,0.9268863,0.9065793,0.9058577,0.90657485,0.9068735,0.8928182
464,Robert Zimmer,Daniel Diermeier,0.0,0.0131550161167979,0.0,0.2557425498962402,0.3156440556049347,0.2592036724090576,0.0,0.0,0.0,0.16883723,0.19600624,0.21656154,0.27757105,0.32738623,0.3702607,0.38730654,0.38256025,0.35559228,0.30937615,0.29254064,0.35558173,0.21505952,0.2769857,0.31564406,0.35334864,0.42581454,0.50280684,0.51177365,0.5158262,0.57900137,0.608214,0.607203,0.62165,0.25574243,0.57469153
465,Miller–Urey experiment,Chicago Pile-1,0.0,0.009570475667715,0.0,0.1676189750432968,0.3069857060909271,0.1696815192699432,0.0,0.0,0.0,0.12545238,0.16874726,0.185254,0.20309964,0.22196637,0.22136495,0.21828544,0.23484817,0.24811547,0.25333455,0.24393958,0.28704208,0.16510637,0.23643784,0.30698574,0.31127423,0.33113918,0.36495265,0.34644407,0.33735293,0.3316096,0.33182314,0.34832686,0.4120949,0.16761896,0.3005668
466,Alpha Phi Omega,Four,0.0,0.0099231898784637,0.0,0.1186835765838623,0.2754660546779633,0.1282540410757064,0.0,0.0,0.0,0.089432314,0.12294881,0.15071435,0.14847289,0.13125817,0.14570376,0.13266754,0.16773371,0.16172904,0.16648935,0.14701232,0.205822,0.14768171,0.18687929,0.2754661,0.3070659,0.32972792,0.3144151,0.32423484,0.30759904,0.3395458,0.35031986,0.35705724,0.3913864,0.11868359,0.30828682
467,Arthur H. Compton,Robert A. Millikan,0.0,0.0168408472090959,0.0,0.3053912222385406,0.4546014666557312,0.2770266532897949,0.0,0.0,0.0,0.38411593,0.38623136,0.4023059,0.41766158,0.45198274,0.47832802,0.50939184,0.5133938,0.4988614,0.46721923,0.4483901,0.45113742,0.39158073,0.4241408,0.45460147,0.50598496,0.55446976,0.58172697,0.605767,0.61058784,0.62125695,0.6205003,0.57409275,0.56791043,0.30539125,0.6011451
468,Yuan T. Lee,Glenn T. Seaborg,0.0,0.0147972973063588,0.3333333333333333,0.2283054143190384,0.5448740124702454,0.1642242968082428,0.0,0.3333333333333333,0.1666666666666666,0.4890811,0.5093237,0.52289426,0.52216095,0.5025563,0.49424744,0.5058227,0.5017652,0.49061722,0.48064235,0.46187216,0.44100076,0.5207475,0.51422143,0.54487395,0.58702517,0.60280824,0.61585873,0.6311192,0.6250858,0.62256,0.60170066,0.5256039,0.56119543,0.2283054,0.63854223
469,David Bevington,John Mearsheimer and Robert Pape,0.0,0.009491036646068,0.0,0.2556852400302887,0.3406831324100494,0.2374586015939712,0.0,0.0,0.0,0.19912513,0.2277332,0.25820014,0.27484354,0.31176665,0.34600064,0.36458173,0.35882813,0.3430583,0.32412907,0.31160042,0.34893474,0.2487898,0.29790062,0.34068307,0.3675971,0.40825418,0.45942873,0.47168812,0.48946053,0.49855465,0.49875188,0.47204137,0.4886098,0.25568524,0.45486355
470,Yuán Cháo,元朝,0.0,0.0098231937736272,0.0,0.236682653427124,0.4707608819007874,0.2397903800010681,0.0,0.0,0.0,0.11594068,0.1275485,0.14499414,0.16125014,0.16389313,0.19100638,0.20980443,0.24531576,0.24657175,0.25934738,0.24183187,0.3955344,0.32908905,0.35627615,0.47076082,0.49972704,0.475453,0.45185032,0.44795993,0.4419158,0.4578499,0.475136,0.49297145,0.5535535,0.23668276,0.47464725
471,Song dynasty,Mongol Empire,0.0,0.0108594084158539,0.0,0.3150418102741241,0.4319038987159729,0.3469715416431427,0.0,0.0,0.0,0.12834795,0.177943,0.21717064,0.24516997,0.32015336,0.41084856,0.4684975,0.458381,0.39726982,0.38189298,0.35550466,0.41788897,0.27771717,0.38099584,0.43190402,0.50842327,0.5153235,0.53542054,0.54282665,0.55398595,0.5615511,0.5717918,0.5782801,0.58491004,0.3150417,0.52616423
472,3,three,2.0,0.947051167488098,0.0,0.9219055771827698,0.7167143821716309,0.936853289604187,0.0,0.0,0.5,0.4237208,0.5375036,0.5822998,0.6003419,0.5880531,0.65836674,0.7079089,0.773189,0.7817292,0.8069979,0.8376925,0.892064,0.66561234,0.685737,0.7167144,0.7883485,0.8089131,0.8324871,0.836911,0.8249471,0.8375831,0.8157308,0.80637884,0.8041549,0.9219056,0.74061984
473,south,the western frontier,0.0,0.0116463843733072,0.0,0.2090273052453994,0.3892387747764587,0.2477150857448578,0.0,0.0,0.0,0.18167436,0.22423464,0.24385002,0.26115492,0.3358779,0.48660895,0.5077711,0.49470472,0.4351042,0.3825608,0.3128917,0.31435937,0.3047481,0.33130905,0.38923877,0.3917114,0.39212936,0.4166955,0.42414978,0.42037353,0.43875238,0.46535715,0.47196257,0.5441982,0.20902729,0.5105344
474,Yangzi River basin,the Song dynasty,0.0,0.0093849841505289,0.0,0.2980327606201172,0.3302232325077057,0.3034659624099731,0.0,0.0,0.0,0.09727268,0.14621235,0.18010281,0.23478454,0.26975882,0.30127725,0.3267882,0.3766476,0.37660295,0.34957653,0.3712014,0.43199414,0.17268059,0.24536008,0.33022326,0.3453535,0.41159326,0.40873957,0.37594807,0.37228337,0.3988238,0.39501908,0.41749766,0.43214697,0.2980328,0.42393982
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.0927542448043823,0.0,0.3498501479625702,0.4217803180217743,0.344578742980957,0.0,0.1538461538461538,0.0961538461538461,0.33058053,0.3737213,0.39879492,0.4063453,0.40473062,0.40059894,0.4163112,0.43994632,0.43819436,0.4380213,0.44326776,0.44699627,0.31985718,0.37557936,0.42178032,0.42653167,0.440869,0.48174495,0.47640285,0.4531364,0.45422614,0.4528716,0.47233978,0.46344155,0.3498501,0.4978413
476,a period of foreign domination,continuation of the Mongol Empire,0.0,0.0126174269244074,0.25,0.2304084151983261,0.4841449856758118,0.211754485964775,0.0,0.2,0.1,0.30025578,0.35041687,0.36955458,0.37784106,0.3627598,0.34771815,0.36456314,0.36528012,0.36379328,0.3599144,0.35408327,0.40694895,0.4034703,0.4419048,0.48414505,0.482788,0.49106643,0.5114692,0.5060734,0.49281895,0.5182903,0.523152,0.5835723,0.6433497,0.23040847,0.636129
477,"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,0.2934980988502502,0.1428571428571428,0.4118321239948272,0.41472128033638,0.3767807483673096,0.0,0.1428571428571428,0.125,0.35501003,0.36102265,0.3885124,0.39690676,0.42860135,0.43227118,0.45538178,0.46763194,0.46232623,0.45857072,0.4673064,0.5062727,0.2811731,0.36830607,0.4147213,0.40356678,0.42342967,0.461775,0.45147505,0.45156217,0.50399923,0.5401163,0.5917809,0.6279302,0.41183215,0.5700596
478,western,Yuan dynasty,0.0,0.0095109427347779,0.0,0.1272551417350769,0.2949142456054687,0.1387045383453369,0.0,0.0,0.0,0.060908124,0.10942563,0.14374901,0.14627813,0.116497084,0.109891236,0.11801356,0.12680791,0.13091649,0.113355026,0.0929194,0.21561483,0.12792963,0.17290993,0.29491436,0.28682545,0.2884737,0.29742342,0.2888695,0.32831234,0.31979752,0.34720764,0.3411174,0.38912952,0.12725522,0.30002916
479,Shoushi Li,授時暦,0.0,0.0102348551154136,0.0,0.1777242720127105,0.2650889158248901,0.1464972198009491,0.0,0.0,0.0,0.0615192,0.094163604,0.09145745,0.10478112,0.08534762,0.12206089,0.16391277,0.22728783,0.24718098,0.24480554,0.20785482,0.26884192,0.126791,0.21471879,0.2650889,0.2823909,0.31670123,0.3287328,0.3630794,0.352437,0.36568952,0.39505103,0.42258045,0.47582835,0.17772426,0.3726179
480,four,Four,2.0,0.9493138194084167,1.0,0.9809837341308594,1.0000001192092896,0.9825791716575624,0.0,1.0,0.5,0.48444575,0.59036726,0.64662707,0.709779,0.683813,0.7690734,0.8194042,0.86188424,0.8933535,0.92670894,0.9419978,0.96779984,1.0000005,0.99999905,1.0000002,1.0,1.0000005,1.0000002,1.0000002,1.0000001,1.0000002,0.9999994,0.9999999,0.99999994,0.9809835,0.9999998
481,Chinese physicians were brought along military campaigns by the Mongols,to other parts of the empire,0.0,0.062341496348381,0.0,0.1942703872919082,0.4083020687103272,0.1578162908554077,0.0,0.125,0.078125,0.23071471,0.26287222,0.29154378,0.3111487,0.2858681,0.26064557,0.25768328,0.27946147,0.28077573,0.27313933,0.26225576,0.3285842,0.29638097,0.32700047,0.40830207,0.39801848,0.4130636,0.44171154,0.40521938,0.3931759,0.3795322,0.37339652,0.4192541,0.49200028,0.1942704,0.4207084
482,Ilkhanate,reaching the highest-post in the government,0.0,0.0105822002515196,0.0,0.0679555833339691,0.269459456205368,0.0480872616171836,0.0,0.0,0.0,0.07227187,0.09377641,0.124019906,0.13902795,0.11428376,0.11546286,0.13611169,0.1912372,0.21029426,0.2043841,0.18208267,0.25922507,0.13462916,0.19026834,0.26945952,0.2823739,0.2880232,0.2976453,0.29728153,0.28698376,0.2948609,0.3073966,0.3555717,0.4309331,0.067955606,0.35295716
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.0105153545737266,0.0,0.3576222062110901,0.3033463358879089,0.343209445476532,0.0,0.0,0.0,0.17259581,0.18273148,0.17897755,0.18175444,0.24234846,0.29905528,0.34270495,0.33185604,0.3227173,0.31218863,0.32789615,0.3743835,0.19270104,0.26623473,0.3033464,0.31257996,0.33482894,0.37511143,0.40294904,0.42621663,0.45470643,0.45842698,0.48141637,0.49240342,0.3576222,0.44442782
484,a Qara-Khitay (Khitan,Ahai,0.0,0.0140182888135314,0.0,0.285423994064331,0.2741889357566833,0.2996490299701691,0.0,0.0,0.0,0.22969486,0.25690648,0.27912274,0.2856854,0.30938062,0.31854784,0.32508546,0.3445547,0.35350978,0.32658172,0.28448668,0.33741298,0.15695238,0.22067916,0.2741889,0.2998217,0.31655315,0.36789683,0.36837858,0.385817,0.37896824,0.38048553,0.40068236,0.4455864,0.285424,0.33911553
485,Zhu Yuanzhang,thanks,0.0,0.0095298998057842,0.0,0.1066817864775657,0.1961591392755508,0.0845689922571182,0.0,0.0,0.0,0.02984983,0.0644004,0.09940086,0.11038924,0.08856945,0.07654134,0.074687466,0.08409103,0.09595065,0.06958618,0.064646706,0.09129706,0.10976544,0.13287891,0.19615912,0.2211699,0.21988726,0.22590438,0.22009464,0.21747349,0.24978638,0.25077084,0.221208,0.23593128,0.10668182,0.25158364
486,Southern,southern,2.0,0.9405380487442015,1.0,0.902090072631836,1.0000008344650269,0.9340220093727112,0.0,1.0,0.5,0.32401246,0.37644455,0.39715844,0.44161722,0.5087162,0.7270735,0.78876054,0.8261731,0.80353606,0.8107014,0.82368606,0.8606695,1.0000001,1.0,1.0000005,1.0000001,1.0,0.99999964,1.0000007,1.0000005,1.0000015,0.9999999,0.99999976,1.0000006,0.9020902,0.99999994
487,"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,0.5233471989631653,0.0,0.7239291071891785,0.64435875415802,0.7338681221008301,0.0,0.2,0.2083333333333333,0.69017494,0.6984293,0.7104654,0.7039904,0.69779694,0.7274261,0.74775577,0.74946314,0.7280161,0.71856153,0.71432304,0.75963235,0.5955541,0.6269481,0.64435875,0.6335767,0.6417273,0.6658822,0.6654376,0.66811955,0.67223656,0.66843885,0.7067227,0.7428596,0.72392917,0.6797485
488,pattern recognition receptors,cells,0.0,0.0097835157066583,0.0,0.152909979224205,0.3404520750045776,0.1358513385057449,0.0,0.0,0.0,0.43273783,0.46492362,0.48663712,0.46493864,0.40565646,0.33780327,0.33022904,0.29835948,0.27459228,0.27778882,0.24631679,0.33857602,0.19296855,0.27320623,0.3404521,0.39002064,0.4112684,0.43476304,0.4480407,0.42641824,0.44756728,0.43817142,0.42334074,0.4279653,0.15290996,0.40748549
489,pH or available iron,balance of microbial populations,0.0,0.0107076298445463,0.0,0.1256476640701294,0.3128387033939361,0.0838086977601051,0.0,0.0,0.0,0.17319919,0.19924286,0.23951887,0.26309893,0.25216666,0.22693002,0.2394624,0.25412127,0.25508288,0.25370014,0.25604188,0.34028065,0.18152206,0.22872788,0.31283867,0.32398894,0.35163236,0.38750547,0.39669484,0.41275212,0.43591887,0.4573156,0.47799674,0.5296862,0.12564772,0.41795143
490,adaptive,strong response,0.0,0.0100690517574548,0.0,0.3254466950893402,0.3309696614742279,0.3069572448730469,0.0,0.0,0.0,0.13381119,0.2096969,0.23549914,0.2511778,0.284033,0.24788776,0.28712317,0.32648847,0.37614816,0.36808667,0.34447676,0.3921662,0.15626575,0.20368671,0.33096954,0.37391594,0.39177313,0.43051338,0.45676047,0.4475706,0.46352202,0.4644567,0.49259037,0.54308486,0.32544655,0.4637621
491,cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,0.6932868957519531,0.6666666666666666,0.6788351535797119,0.7767507433891296,0.6548293828964233,0.0,0.6666666666666666,0.4545454545454545,0.5371436,0.5635341,0.6069464,0.63524616,0.64370084,0.6622947,0.70723414,0.7352209,0.73401046,0.73275566,0.73849183,0.7662899,0.7118616,0.7455187,0.77675074,0.7689237,0.7720614,0.8001218,0.8041287,0.80730885,0.81626236,0.8137171,0.8258532,0.83361834,0.67883515,0.81577194
492,adaptive immune system,the adaptive immune system,2.0,0.9693391919136048,1.0,0.9602351188659668,0.933456540107727,0.968268632888794,0.0,0.8571428571428571,0.754985754985755,0.88568294,0.88822335,0.8942947,0.8933715,0.8730889,0.8872753,0.91159296,0.9222901,0.9285391,0.9341905,0.9313253,0.9474162,0.8741727,0.9106845,0.93345654,0.92153054,0.9084785,0.8903045,0.87831396,0.87353253,0.87313527,0.868569,0.8881997,0.89289397,0.9602352,0.8680304
493,bacteriophages,viral,0.0,0.0484804585576057,0.0,0.0947772711515426,0.2526304125785828,0.0937761291861534,0.0,0.0,0.0,0.13983397,0.19068699,0.25936967,0.26227346,0.31615192,0.3193972,0.3066877,0.2819648,0.25536856,0.23657283,0.21802424,0.2521181,0.11584886,0.15844113,0.25263038,0.26125702,0.28639802,0.29716334,0.31744102,0.3105242,0.3310119,0.3274952,0.3270745,0.35587987,0.094777286,0.25312254
494,protein A,G,0.0,0.0155690535902977,0.0,0.2375621646642685,0.4272677898406982,0.2672043144702911,0.0,0.0,0.0,0.12923527,0.12890163,0.19584174,0.24376762,0.27560976,0.32356337,0.3763896,0.37508485,0.37648144,0.3639678,0.30932233,0.31645608,0.22761849,0.2920914,0.42726767,0.45629692,0.47462222,0.48190898,0.5214751,0.52579844,0.56053627,0.579015,0.547879,0.60128826,0.23756206,0.607625
495,Korean,onomist,0.0,0.0095226876437664,0.0,0.232796311378479,0.266297698020935,0.2905741035938263,0.0,0.0,0.0,0.056541715,0.084797144,0.12279619,0.13379832,0.15326256,0.16472828,0.21183503,0.21501978,0.2203212,0.2370712,0.21308663,0.29531032,0.15812221,0.18634047,0.2662977,0.28294992,0.30146015,0.30199978,0.33980337,0.37568572,0.46896842,0.50178885,0.4780282,0.5167039,0.23279628,0.48253357
496,World Meteorological Organization,WMO,2.0,0.3028862178325653,0.0,0.3760395348072052,0.2222531735897064,0.3996152877807617,0.0,0.0,0.0,0.11003902,0.1358258,0.16951397,0.19170931,0.17602073,0.19074082,0.23023093,0.26149353,0.2915755,0.29780146,0.31979713,0.3935091,0.14820151,0.17781651,0.22225317,0.21879709,0.23393597,0.25357935,0.27995148,0.2762584,0.2860165,0.27191672,0.23350202,0.2577057,0.37603956,0.20497781
497,United Nations Environment Programme,UNEP,2.0,0.8801038861274719,0.0,0.5368212461471558,0.2485343366861343,0.5745514035224915,0.0,0.0,0.0,0.10617884,0.1293372,0.14979869,0.18779524,0.20139864,0.22828,0.30291665,0.3525889,0.39207345,0.41992983,0.43480003,0.50766826,0.14284332,0.21076815,0.24853429,0.25919998,0.3308393,0.36607322,0.39882934,0.4106882,0.4708792,0.4647228,0.49889895,0.4783791,0.5368211,0.4511453
498,available information about climate change based on published sources,peer-reviewed sources,0.0,0.2787599265575409,0.1818181818181818,0.476719856262207,0.4414404034614563,0.4858899712562561,0.0,0.1666666666666666,0.1851851851851852,0.23233326,0.28784585,0.3364101,0.36492196,0.36051014,0.36475936,0.39305162,0.42738965,0.44989395,0.46699584,0.46695974,0.53586274,0.31643492,0.40517807,0.4414404,0.4235669,0.4232639,0.45068884,0.4303416,0.42993632,0.42748693,0.43610603,0.44955087,0.45374158,0.4767199,0.52975243
499,"""business as usual"" (BAU)",enhanced greenhouse effect,0.0,0.0091103035956621,0.0,0.0507997833192348,0.2859382331371307,-0.0017684958875179,0.0,0.0,0.0,0.11378478,0.15987371,0.21310632,0.23632324,0.2131589,0.19721171,0.17936821,0.19410183,0.22380573,0.23200774,0.16783911,0.18282022,0.14796221,0.18901816,0.28593826,0.30134767,0.317594,0.32455575,0.32159644,0.31568995,0.3271093,0.33413604,0.30760565,0.3286761,0.050799813,0.34789392
500,does not faithfully summarize the full WGI report,understates the uncertainty associated with climate models,0.0,0.0123552987352013,0.0,0.1998233199119568,0.3130508363246918,0.163380742073059,0.0,0.1333333333333333,0.0704225352112676,0.20532402,0.25733525,0.2926076,0.32406577,0.3152287,0.28208306,0.3015418,0.3471374,0.3372604,0.33784452,0.32658994,0.32045162,0.19855998,0.23930474,0.31305084,0.33401963,0.3675948,0.41525075,0.43349275,0.4315552,0.45049495,0.45830652,0.4824236,0.5011493,0.19982325,0.44224384
501,"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,0.1809260994195938,0.0,0.3911003470420837,0.3555935919284821,0.3690024614334105,0.0,0.0,0.0,0.13219254,0.17398094,0.2060031,0.23053052,0.25763547,0.28939122,0.32623225,0.371111,0.37931398,0.40048465,0.42468873,0.50095993,0.19944918,0.32143924,0.3555936,0.35979688,0.3732419,0.4052552,0.41232643,0.41479105,0.44955817,0.45240545,0.49316925,0.5275115,0.39110032,0.49693453
