answer1,answer2,label
Darwinian evolutionary theory,Charles Darwin,2.0
constantly,moments before waking,0.0
constantly,a basic level,0.0
constantly,the fourth week,0.0
constantly,epinephrine,1.0
constantly,fight - or - flight response,2.0
constantly,fight-or-flight response,2.0
John Rzeznik,Elton John,0.0
John Rzeznik,Carlotta Campion,0.0
John Rzeznik,goo goo dolls,1.0
Mavis Staples,Lindsey Buckingham,0.0
many,65,0.0
many,four,0.0
many,over 2080,1.0
many,2080,1.0
many,over 1100,1.0
many,over 200,1.0
Hephaestus,Peleus,0.0
Hephaestus,the god hephaestus,1.0
Andrée Bernard,michael dunn,0.0
Andrée Bernard,Lennard Pearce,0.0
Andrée Bernard,Jennifer Lawrence,0.0
Andrée Bernard,tefan avr,0.0
Andrée Bernard,Vas Blackwood,0.0
Andrée Bernard,tamzin outhwaite,0.0
Andrée Bernard,Sarah Duncan,0.0
Andrée Bernard,John Challis,0.0
Andrée Bernard,Andr\\u00e9e Bernard,0.0
thirteenth,death anniversary,0.0
thirteenth,Daswan,0.0
thirteenth,babang luksa,0.0
thirteenth,Namakarana,0.0
thirteenth,gije,0.0
thirteenth,yahrzeit,0.0
thirteenth,reaping,0.0
thirteenth,Yom Kippur,0.0
Dean Martin,Connie Francis,1.0
16 March 2019,15 april 2018,0.0
16 March 2019,"July 25, 2018",0.0
16 March 2019,5 August 2018,0.0
16 March 2019,Old Trafford,0.0
16 March 2019,10 December 2017,1.0
16 March 2019,11 november 2018,1.0
16 March 2019,2018,1.0
16 March 2019,7 April 2018,1.0
O(n),o( n ),0.0
O(n),O,0.0
O(n),24 hours or less,0.0
O(n),O(log n),0.0
Jason and Justin Draeger,Sally Struthers,0.0
Jason and Justin Draeger,Rob Reiner,0.0
Jason and Justin Draeger,Jacobs,2.0
Jason and Justin Draeger,Christian Jacobs,2.0
Jason and Justin Draeger,casey siemaszko,2.0
Jason and Justin Draeger,twins Jason and Justin Draeger,2.0
Poppy Drayton,jodi benson,0.0
Poppy Drayton,Loreto Peralta,0.0
Poppy Drayton,Jodi Marie Marzorati Benson,0.0
Poppy Drayton,Merrin Dungey,0.0
Poppy Drayton,patricia ann carroll,0.0
Poppy Drayton,Gina Gershon,0.0
July 2019,"december 1, 2017",2.0
July 2019,"September 20, 2016",2.0
7 October 2018,october 2018,1.0
Sebastian Vettel,lewis hamilton,2.0
Texas,clemson tigers,0.0
Texas,Pittsburgh,0.0
Texas,Hawaii Warriors,0.0
Texas,Hairy Dawg,0.0
Texas,alabama crimson tide,0.0
Texas,Western Kentucky,0.0
Texas,Clemson,0.0
Fryda Wolff,amanda leighton,0.0
Fryda Wolff,Icona Pop,0.0
Fryda Wolff,Hammy,0.0
Fryda Wolff,skylar astin,0.0
Fryda Wolff,Kevin Michael Richardson,0.0
1787,1748,0.0
Football,Association football,1.0
Football,Basketball,1.0
season three,season eight,0.0
season three,the eighth-season finale,0.0
season three,season 9,0.0
18,95,0.0
18,over 670,0.0
18,22,0.0
18,5,1.0
18,2,1.0
18,14,1.0
Jury duty,Jus soli,0.0
Jury duty,Individual shared responsibility provision,0.0
Jury duty,Congress,0.0
Jury duty,identity,0.0
Jury duty,responsibility to protect,1.0
Jury duty,pay taxes,1.0
Jury duty,filial support,1.0
Jury duty,right to have rights,1.0
Jury duty,Voting for federal office,1.0
Canute the Great,927,0.0
Canute the Great,Egbert of Wessex,0.0
Canute the Great,12 July 927,0.0
Canute the Great,"Charles, Prince of Wales",0.0
Canute the Great,Henry III,0.0
Canute the Great,thelstan,0.0
Canute the Great,\u00e6thelstan,2.0
Sir Robert Walpole,Robert Walpole,2.0
1990,2015,0.0
1990,1998,1.0
1990,2017,2.0
India,pakistan,1.0
Unhappily Ever After,route 66,0.0
Unhappily Ever After,Hit the Road Jack,0.0
Unhappily Ever After,Ray Charles,0.0
Unhappily Ever After,The Killing Stones,0.0
Unhappily Ever After,rise up,0.0
Unhappily Ever After,Margie Hendrix,0.0
49–47 BCE,ptolemaic period,0.0
49–47 BCE,near the end of the Ptolemaic period,0.0
49–47 BCE,1509,0.0
49–47 BCE,49\\u201347 BCE,0.0
49–47 BCE,49 -- 47 BCE,2.0
49–47 BCE,49 BCE,2.0
Georgia Hall,Naomi Osaka,0.0
Cole Porter,John Burroughs,0.0
Cole Porter,Barry Stuart,0.0
Cole Porter,Gerald Fried,0.0
Cole Porter,Jewel Akens,0.0
Cole Porter,Fiona Shaw,0.0
Baltimore Colts,the New York Giants,0.0
"$2,500",nearly $35 million,0.0
"$2,500",university scholarships,0.0
"$2,500","$ 25, 000",0.0
"$2,500",$1,0.0
"$2,500",6,0.0
Faithe Herman,mandy moore,0.0
Faithe Herman,chrissy metz,0.0
"November 18, 2018","October 7, 2018",0.0
"November 18, 2018","november 25, 2018",0.0
"November 18, 2018","April 2, 2017",0.0
"November 18, 2018","February 25, 2018",0.0
"November 18, 2018","February 12, 2017",0.0
Claudia Grace Wells,Michael J. Fox,0.0
"July 12, 1989","january 9, 1987",0.0
"July 12, 1989","November 16, 2015",0.0
"July 12, 1989","april 22, 1998",0.0
"July 12, 1989",1987,1.0
Worcester Wreath Company,evergreens,0.0
Worcester Wreath Company,usually made from evergreens,0.0
Worcester Wreath Company,German Lutherans,0.0
Worcester Wreath Company,Illinois,0.0
Worcester Wreath Company,Scotland,0.0
10,7 hurricanes,0.0
10,14\u201319 named storms,0.0
10,92 -- 198,0.0
10,11,0.0
10,14\u201319,0.0
10,between 92 and 198,0.0
10,the Atlantic Ocean,0.0
10,"over 3,300",0.0
10,14\\u201319,0.0
10,6,1.0
new bone growth,to culture microorganisms,0.0
new bone growth,cell plate formation,0.0
new bone growth,translocation,0.0
new bone growth,four,0.0
new bone growth,new bone growth takes place,1.0
Jessica,malorie shannon,0.0
Jessica,Jessica Shannon,0.0
Jessica,Malorie,0.0
Jessica,trevante rhodes,0.0
Jessica,Marcia Clark,0.0
Jessica,Nurse Ratched,0.0
Jessica,Shannon,0.0
radiation,stratosphere,0.0
radiation,ozone,1.0
radiation,ozone layer,2.0
Titans,jacksonville jaguars,0.0
Titans,pittsburgh steelers,1.0
Titans,Tennessee Titans,1.0
He­lium,hydrogen,0.0
He­lium,atomic number 30,0.0
He­lium,dmitri mendeleev,0.0
He­lium,Sulfur,0.0
He­lium,He,1.0
He­lium,atomic number 2,2.0
He­lium,Helium,2.0
Artie,Mike Chang,0.0
Artie,Jesse St. James,0.0
"December 2, 2018","December 16, 2017",0.0
"December 2, 2018","December 3, 2017",0.0
"December 2, 2018","December 15, 2018",0.0
"December 2, 2018","december 20, 2017",0.0
"December 2, 2018","January 8, 2018",0.0
"December 2, 2018","April 2, 2018",0.0
"December 2, 2018","December 29, 2018",0.0
eighteen,18,2.0
Georgie,snow white,0.0
Georgie,Telltale,0.0
Georgie,Bigby Wolf,0.0
Taxonomy,systematics,0.0
Taxonomy,Biological systematics,0.0
Taxonomy,biogeography,0.0
Taxonomy,Conservation biology,0.0
Taxonomy,Phylogenetics,0.0
"Los Angeles, California",diary of Samuel Pepys,0.0
"Los Angeles, California",Pinewood Studios,0.0
Buckhead area of Atlanta,"Palos Verdes, California",0.0
Buckhead area of Atlanta,The University of Manchester,0.0
bronchi,deliver oxygen,0.0
bronchi,two primary bronchi,2.0
bronchi,primary bronchi,2.0
Psyche,cupid,0.0
Psyche,Pan,0.0
Psyche,Proserpina,0.0
Psyche,Cooke,0.0
Psyche,Ganymede,1.0
Norma Koch,best costume design,0.0
Norma Koch,bette davis,2.0
Mick Malthouse,michael malthouse,0.0
Mick Malthouse,Bill Belichick,0.0
Mick Malthouse,Brent Harvey,0.0
the tensor fasciae latae muscle,the bottom sirloin sub primal cut,2.0
the tensor fasciae latae muscle,the bottom sirloin subprimal cut,2.0
13,10,0.0
13,545,0.0
13,117,1.0
Brent,oil & natural gas,0.0
Brent,European Union,0.0
Brent,Brent Crude,2.0
Luke Albert Combs,Nicholas Sparks',0.0
Luke Albert Combs,luke combs,2.0
Raúl Esparza,jesse l. martin,0.0
Raúl Esparza,Steven M. Zirnkilton,0.0
Raúl Esparza,UK,0.0
Raúl Esparza,ral esparza,1.0
German folktales,peasants,0.0
German folktales,1812,0.0
German folktales,German,0.0
German folktales,folklore,2.0
German folktales,Germanic folklore,2.0
German folktales,collected and published folklore,2.0
32,two,0.0
32,2,0.0
32,18,0.0
32,up to two,0.0
32,eight,0.0
32,8,0.0
processed boneless chicken meat,Chicken McNuggets,0.0
processed boneless chicken meat,chicken meat,2.0
processed boneless chicken meat,"formed, white meat chicken",2.0
Tate Stevens,Joe McElderry,0.0
Tate Stevens,shayne ward,1.0
38 Special,Shinedown,0.0
38 Special,Yardbirds,0.0
38 Special,Barry Manilow,0.0
38 Special,Max Carl Gronenthal,2.0
5 June 1975,1 january 1973,0.0
of Precambrian,2008,0.0
of Precambrian,2017,0.0
of Precambrian,"2,400 million years ago",1.0
of Precambrian,some 1.85 billion years ago,1.0
of Precambrian,Paleoproterozoic era,1.0
of Precambrian,"2, 400 million years ago",1.0
of Precambrian,Precambrian,2.0
mahogany tree,beech,0.0
mahogany tree,Guanacaste,0.0
mahogany tree,mahogany,2.0
ancient Greek and Roman theatre,the circus,0.0
ancient Greek and Roman theatre,uncertain,0.0
ancient Greek and Roman theatre,joseph grimaldi,0.0
ancient Greek and Roman theatre,China,0.0
ancient Greek and Roman theatre,England,0.0
ancient Greek and Roman theatre,Egypt,2.0
Six Feet Under,rocker,0.0
Six Feet Under,High Voltage,0.0
Six Feet Under,sweet fanny adams,0.0
Six Feet Under,TNT,0.0
Six Feet Under,dirty deeds done dirt cheap,0.0
Six Feet Under,Shoot to Thrill,0.0
the United States Census,the legislature,0.0
the United States Census,the legislature of each state,0.0
the United States Census,state legislatures,0.0
the United States Census,the house of representatives,0.0
the United States Census,Congress,0.0
the United States Census,270,0.0
James Rodríguez,james rodrguez,1.0
James Rodríguez,james rodriguez,2.0
"May 17, 2015","October 8, 2017",0.0
"May 17, 2015",The Funny Things You Do,0.0
16,25,0.0
16,6,1.0
16,six,1.0
16,5,1.0
16,10,1.0
Captain George Thatcher Balch,Francis Julius Bellamy,2.0
Captain George Thatcher Balch,Francis Bellamy,2.0
Vince Gill,Matt Walst,0.0
Vince Gill,Mormon Tabernacle Choir,0.0
Vince Gill,Johnny Keyes and the Magnificents,0.0
Vince Gill,ola belle reed,1.0
N Ravi,Justice Balbir Singh Chauhan,0.0
N Ravi,Vishwanath,0.0
N Ravi,Justice Chandramauli Kumar Prasad,0.0
Emmanuel Piñol,emmanuel piol,0.0
Emmanuel Piñol,Sonny Perdue,0.0
Emmanuel Piñol,emmanuel pinol,2.0
"Central Java, Indonesia","Cholula, Puebla, Mexico",0.0
"Central Java, Indonesia",Srirangam,0.0
"Central Java, Indonesia",angkor wat,0.0
"Central Java, Indonesia",Jerusalem,0.0
"Central Java, Indonesia",Cambodia,2.0
land plants,Peptidoglycan,0.0
land plants,Oomycetes,0.0
land plants,green plants,2.0
land plants,plants,2.0
Billy Joel,phil collins,0.0
Billy Joel,English drummer Phil Collins,0.0
Cataracts of the Nile,philae,0.0
Cataracts of the Nile,The Western Desert,0.0
Cataracts of the Nile,The Nile,0.0
Cataracts of the Nile,egyptian labyrinth,0.0
Cataracts of the Nile,Nile River,0.0
Cataracts of the Nile,The 2nd Cataract,1.0
Lexie Grey,Elizabeth,0.0
"January 11, 1970",2017,0.0
2256–2257,alpha centauri,0.0
2256–2257,roughly a decade before,0.0
2256–2257,Prime Timeline,0.0
2256–2257,orbit around Saturn's moon Iapetus,0.0
2256–2257,arclight hollywood,0.0
2256–2257,2254,0.0
2256–2257,2256,2.0
Glynis Johns,karen dotrice,0.0
Glynis Johns,Julie Andrews,0.0
Glynis Johns,Dick Van Dyke,0.0
Operation Eagle Claw,Tehran,0.0
Operation Eagle Claw,CIA,0.0
Tampa Bay Buccaneers,miami dolphins,0.0
Tampa Bay Buccaneers,green bay packers,0.0
Tampa Bay Buccaneers,Cleveland Browns,1.0
Tampa Bay Buccaneers,Detroit,1.0
Peter Addenbrooke Thomas,peter thomas,2.0
Burgoyne,France,0.0
Burgoyne,Horatio Gates,0.0
Burgoyne,british general john burgoyne,2.0
Burgoyne,General John Burgoyne,2.0
Burgoyne,john burgoyne,2.0
Philipp Scheidemann,German sailors,0.0
Philipp Scheidemann,kaiser wilhelm ii,0.0
Philipp Scheidemann,Germany,0.0
Philipp Scheidemann,Hitler,0.0
"January 9, 2019","september 27, 2017",1.0
"January 9, 2019","May 9, 2018",1.0
20,8,0.0
20,13,0.0
20,23,0.0
20,36,0.0
20,two,0.0
nine,four,1.0
nine,three,1.0
Terry Serpico,Paulo Costanzo,0.0
Terry Serpico,mars,0.0
Terry Serpico,mariana klaveno,1.0
Terry Serpico,Patrick Lloyd,2.0
Glenn Strange,kenneth branagh,0.0
Glenn Strange,Gene Wilder,0.0
Philip Parris Lynott,Ricky Warwick,0.0
Philip Parris Lynott,Raul Malo,0.0
Philip Parris Lynott,phil lynott,2.0
Motor Vessel,multi-purpose,0.0
Motor Vessel,MV Maersk Alabama,0.0
Motor Vessel,LOTI,0.0
100,wilt chamberlain,2.0
15,57 through 71,0.0
15,118,0.0
15,two,0.0
Cage the Elephant,Lincoln Parish,0.0
Cage the Elephant,Matt Shultz,0.0
Perdita Weeks,jay hernandez,0.0
Perdita Weeks,Tim Kang,0.0
ATP synthase,f - type atpase,0.0
Alabama,alabama crimson tide,2.0
Morarji Desai,indira gandhi,0.0
Morarji Desai,Sardar Gian Singh Rarewala,0.0
Morarji Desai,seewoosagur ramgoolam,0.0
Morarji Desai,Narendra Modi,0.0
Morarji Desai,Cheddi Berret Jagan,0.0
Morarji Desai,jawaharlal nehru,0.0
Morarji Desai,Robert Walpole,0.0
Eva Mendes,Devon Edwenna Aoki,0.0
Eva Mendes,Tyrese Gibson,0.0
Eva Mendes,Eva de la Caridad M\u00e9ndez,2.0
May 1950,spring of 1950,1.0
May 1950,1 November 1955,1.0
May 1950,November 1963,1.0
May 1950,1950,2.0
May 1950,"march 8, 1965",2.0
NC State,wake forest,1.0
NC State,Oklahoma Sooners,1.0
NC State,Western Michigan,1.0
NC State,kansas state wildcats,1.0
NC State,Houston Cougars,1.0
NC State,the Texas Longhorns,1.0
1948,1983,0.0
1948,ca. 1000 ce,0.0
1948,1925,0.0
1948,1968,0.0
1948,1995,2.0
the President of India,The Passport Seva,0.0
the President of India,central passport organisation,0.0
"Sail Rock, Maine",point udall,0.0
"Sail Rock, Maine",West Quoddy Head Light,0.0
"Sail Rock, Maine",Semisopochnoi Island,0.0
"Sail Rock, Maine",cape flattery,0.0
The Platters,robin thicke,0.0
The Platters,Alabama,0.0
The Platters,Rivers Cuomo,0.0
Lazarus Muoka,Daniel Wilson,0.0
Lazarus Muoka,jesus,0.0
Lazarus Muoka,Lord Macaulay,0.0
Andy Serkis,woody harrelson,0.0
at all stages of pregnancy,24 weeks,0.0
at all stages of pregnancy,20 weeks,0.0
at all stages of pregnancy,two weeks,0.0
at all stages of pregnancy,up to 24 weeks,0.0
at all stages of pregnancy,all stages of pregnancy,2.0
the 18th century Caribbean,ptolemaic egypt,0.0
the 18th century Caribbean,Egypt,0.0
the 18th century Caribbean,Spain,0.0
the 18th century Caribbean,the caribbean,2.0
novation,Delegation,0.0
novation,quid pro quo,0.0
novation,ius quaesitum tertio,0.0
up to 25 players,11,0.0
up to 25 players,25,2.0
up to 25 players,up to 25,2.0
up to 25 players,25 players,2.0
Hannah John-Kamen,Evangeline Lilly,0.0
Hannah John-Kamen,Bob Layton,0.0
Hannah John-Kamen,hannah john - kamen,2.0
Hannah John-Kamen,hannah dominique e. john-kamen,2.0
Hannah John-Kamen,hannah dominique e. john - kamen,2.0
1989–90,2017,0.0
1989–90,2005 -- 06,0.0
1989–90,2018,0.0
1989–90,1978,0.0
1989–90,2005,0.0
1989–90,1986,0.0
1989–90,1989\\u201390,0.0
Des Moines,st. louis,0.0
Des Moines,Lebanon,0.0
Des Moines,Milwaukee,1.0
Des Moines,Chicago,1.0
Des Moines,"Lebanon, Kansas",1.0
Des Moines,kansas city,2.0
The Cliffs of Moher,The Princess Bride,0.0
The Cliffs of Moher,united kingdom,0.0
The Cliffs of Moher,England,0.0
"January 15, 2019","october 10, 2017",1.0
"January 15, 2019","April 10, 2018",1.0
"January 15, 2019","May 22, 2018",1.0
"January 15, 2019","october 9, 2018",1.0
Jakob Fugger,Andrew Carnegie,0.0
Jakob Fugger,john d. rockefeller,1.0
Jakob Fugger,John Davison Rockefeller Sr.,1.0
Jakob Fugger,Carlos Slim,1.0
Alison Pill,Chlo Sevigny,0.0
Alison Pill,uma thurman,0.0
Alison Pill,Rachel Griffiths,0.0
Alison Pill,Laura Linney,0.0
Alison Pill,Shelby Miller,0.0
Shatasha Williams,Greg Edwards,0.0
second century AD,62 and 58 bc,0.0
second century AD,73 BC,0.0
second century AD,between 8 and 14 CE,0.0
second century AD,"December 4, 1967",0.0
second century AD,1982,0.0
second century AD,22 ad,2.0
Pat Upton,paul mccartney,0.0
Pat Upton,Spiral Starecase,0.0
Nick Sager,tyler perry,0.0
Nick Sager,Martin Sheen,0.0
Nick Sager,Dana Thomas Carvey,0.0
Nick Sager,Walter Lane Smith III,0.0
Nick Sager,William Joseph Devane,0.0
Nick Sager,humphrey bogart,0.0
Nick Sager,Peter Parros,0.0
Nick Sager,Tony Hightower as Frank,0.0
the Welsh language name llwyd,English-language surname,0.0
the Welsh language name llwyd,English,0.0
the Welsh language name llwyd,The Andy Griffith Show,0.0
the Welsh language name llwyd,english origin,1.0
the Welsh language name llwyd,England,1.0
the Welsh language name llwyd,Scottish origins,1.0
the Welsh language name llwyd,Welsh,2.0
Justin Bieber,mallard,0.0
Justin Bieber,Kelly,0.0
Justin Bieber,Jesse Pinkman,1.0
Phillip Danault,jean b\u00e9liveau,0.0
Phillip Danault,Toe Blake,0.0
Phillip Danault,Eric James Nattress,0.0
Phillip Danault,Antoine Griezmann,0.0
Phillip Danault,Terry Sawchuk,0.0
Phillip Danault,bob gainey,0.0
Phillip Danault,Jacques Cartier,0.0
Phillip Danault,Michael Jordan,0.0
Phillip Danault,Chris Chelios,2.0
"September 20, 2015",27 april 2018,0.0
"September 20, 2015",2007,0.0
"September 20, 2015",2015,2.0
more than two hundred,three,0.0
more than two hundred,170,1.0
more than two hundred,120,1.0
Nick Palatas,Matthew Lyn Lillard,0.0
Nick Palatas,"Nicholas Edward \""Nick\"" Palatas",2.0
"November 20, 2018","march 1, 2018",0.0
"November 20, 2018","October 23, 2018",0.0
"November 20, 2018","October 9, 2018",0.0
"November 20, 2018","November 14, 2017",0.0
"November 20, 2018","August 5, 2018",0.0
"November 20, 2018","March 2, 2018",0.0
"November 20, 2018",2018,2.0
Anocracy,warlordism,0.0
Anocracy,military dictatorship,0.0
Anocracy,sovereign state,0.0
Anocracy,oligarchy,0.0
Anocracy,democracy,0.0
Anocracy,republic,0.0
Anocracy,Ungoverned Warlordism,0.0
George and Ira Gershwin,Sarah Vaughan,0.0
George and Ira Gershwin,Charlie Puth,0.0
George and Ira Gershwin,ella fitzgerald,0.0
George and Ira Gershwin,ace,2.0
collision,convergent boundary,1.0
155 mph,175 mph,0.0
"978,000,000",320 million,0.0
"978,000,000",1000,0.0
"978,000,000",1.6 billion,0.0
"978,000,000",1.65 billion,0.0
"978,000,000","around 7, 500, 000, 000",0.0
"978,000,000",1 million,0.0
"978,000,000",two billion,0.0
"978,000,000",600 to 1000 million,0.0
"978,000,000",one billion,1.0
Thomas Stanley Holland,tom holland,1.0
Thomas Stanley Holland,Tobey Maguire,1.0
5779,5778,0.0
5779,common year,0.0
5779,AM,0.0
5779,Tishrei,0.0
5779,rosh hashanah,0.0
5779,AM 5778,0.0
5779,AM 5772,0.0
Elisha Ann Cuthbert,Fanny Ardant,0.0
Elisha Ann Cuthbert,Elisha Cuthbert,2.0
Sophia Myles,Phyllis Logan,0.0
Sophia Myles,Catherine Walker,0.0
Sophia Myles,dorothy gish,0.0
Sophia Myles,sophia jane myles,2.0
Savitribai Jyotirao Phule,Krishna,0.0
Savitribai Jyotirao Phule,Sarojini Naidu,0.0
Savitribai Jyotirao Phule,Savitribai Phule,2.0
Judy Kuhn,john smith,0.0
Judy Kuhn,pocahontas,1.0
Murphy,brittany murphy,2.0
Murphy,Brittany Murphy-Monjack,2.0
Recipe No. 21,has performed well at spirit ratings competitions,0.0
Recipe No. 21,world-class,0.0
Recipe No. 21,"no. 21 red label ) with the \"" twist",0.0
Recipe No. 21,1972,0.0
Recipe No. 21,Canal Street Confidential,0.0
Hinduism,Christianity,0.0
twenty-four,24,2.0
twenty-four,twenty - four,2.0
twenty-four,24 letters,2.0
"Gloomhaven, Cephalofair Games",splatoon 2,0.0
"Gloomhaven, Cephalofair Games",The Legend of Zelda,0.0
"Gloomhaven, Cephalofair Games",elder scrolls,0.0
"Gloomhaven, Cephalofair Games",The Last One,0.0
"Gloomhaven, Cephalofair Games",The Stanley Parable,0.0
"Gloomhaven, Cephalofair Games",rampage,0.0
"Gloomhaven, Cephalofair Games",RDC,0.0
"Gloomhaven, Cephalofair Games",Super Smash Bros Ultimate,0.0
"Gloomhaven, Cephalofair Games",The Legend of Zelda: Breath of the Wild,0.0
The Himalayan range,mahalangur himal sub-range,2.0
The Himalayan range,the himalayas,2.0
The Himalayan range,Mahalangur Himal,2.0
The Himalayan range,mahalangur himal sub - range,2.0
1978,"October 25, 1978",2.0
ten,before the age of ten,0.0
ten,16,0.0
ten,"approximately 70,800 juveniles were incarcerated",0.0
ten,14,0.0
Eleventh,newly revised,0.0
Eleventh,the 11th,1.0
Eleventh,Eleventh Edition,2.0
4,13,0.0
4,22,0.0
4,24,2.0
V6 single hybrid turbocharger engine,v8 - engine,0.0
V6 single hybrid turbocharger engine,Diesel,0.0
V6 single hybrid turbocharger engine,rover v8 engines,1.0
V6 single hybrid turbocharger engine,V6,1.0
V6 single hybrid turbocharger engine,turbocharged 90 degree V6 reciprocating engines,1.0
V6 single hybrid turbocharger engine,90 degree V6 reciprocating engines,1.0
V6 single hybrid turbocharger engine,V8,1.0
V6 single hybrid turbocharger engine,1.6 litre four-stroke turbocharged V6 reciprocating engines,1.0
The Fabulous Moolah,charlotte,0.0
The Fabulous Moolah,Charlotte Flair,0.0
The Fabulous Moolah,alexa bliss,0.0
Armistice of 11 November 1918,Warhouse,0.0
Armistice of 11 November 1918,11 November 1918,2.0
"""Somber News""",2015,0.0
"""Somber News""",Part II,0.0
"""Somber News""",The sixth season,0.0
"""Somber News""",the epilogue,0.0
"""Somber News""",in part ii,0.0
"""Somber News""","December 6, 2009",0.0
"""Somber News""","March 23, 2017",0.0
"""Somber News""",12600476,0.0
"""Somber News""","February 23, 2013",1.0
"""Formality""",13,0.0
"""Formality""",Wolf Moon '',0.0
"""Formality""",Teen Wolf,0.0
"""Formality""",season 3 episode 13,0.0
"""Formality""","\""Code Breaker\""",0.0
"""Formality""",season one,2.0
"""Formality""",Season 1,2.0
Henry Loeb III,"martin luther king, jr.",0.0
Henry Loeb III,Tom T. Hall,0.0
Henry Loeb III,Thornton,0.0
Henry Loeb III,henry loeb,2.0
1951,october 1947,0.0
1951,1947,0.0
1951,1975,0.0
1951,1833,0.0
1951,1939,0.0
1951,April 1951,1.0
Albuquerque,"Saga Prefecture, Japan",0.0
Albuquerque,Bristol,0.0
Albuquerque,"Paris, France",0.0
Albuquerque,champ - de - mars,0.0
Albuquerque,New York,0.0
Albuquerque,London,0.0
Albuquerque,"albuquerque, new mexico",2.0
actual testing of each processor,hertz,0.0
actual testing of each processor,Computus,0.0
actual testing of each processor,CU,0.0
actual testing of each processor,the frequency of an oscillator crystal,1.0
actual testing of each processor,actual testing,1.0
1962,"november 23, 1961",0.0
1962,1968,0.0
Brontis Jodorowsky,ezra miller,0.0
Brontis Jodorowsky,Jude Law,0.0
Brontis Jodorowsky,Claudia Kim,0.0
Brontis Jodorowsky,David Sakurai,0.0
Brontis Jodorowsky,johnny depp,0.0
Brontis Jodorowsky,Dean Fujioka,0.0
Marburg marburgvirus,lake victoria marburgvirus,0.0
Marburg marburgvirus,zaire ebolavirus,0.0
Marburg marburgvirus,Zika virus,0.0
Marburg marburgvirus,DED,0.0
Marburg marburgvirus,marburgvirus,2.0
Marburg marburgvirus,Marburg virus,2.0
Tammany Hall,Tammany Society,0.0
Tammany Hall,William Magear Tweed,2.0
222,125,0.0
222,136,0.0
222,79,0.0
222,100,0.0
222,146,0.0
222,102,0.0
222,106,0.0
222,72,0.0
Bockscar,Enola Gay,0.0
Bockscar,Paul Warfield Tibbets Jr.,0.0
1100ml,568,0.0
1100ml,64 and 128 U.S. fluid ounces,0.0
1100ml,1892.7,0.0
1100ml,"1,892.7 ml",0.0
1100ml,10 millilitres,0.0
1100ml,64 and 128,0.0
1100ml,14,0.0
1100ml,Two,0.0
Michael Faraday,Guillaume Duchenne,0.0
Michael Faraday,Nikola Tesla,1.0
60,200,0.0
60,40,0.0
Robert MacArthur Crawford,travis nichols,0.0
Robert MacArthur Crawford,Chris Brigandi,0.0
Robert MacArthur Crawford,John Berryman,0.0
Robert MacArthur Crawford,Allan Dwan,0.0
Robert MacArthur Crawford,jon krakauer,0.0
Robert MacArthur Crawford,Jack London,0.0
Robert MacArthur Crawford,Mark Rosman,0.0
Myers,Busta Rhymes,0.0
Myers,Dido,0.0
Myers,Led Zeppelin,0.0
Myers,Sam & Dave,0.0
Myers,alicia myers,2.0
Nikki Haley,u.s. president,0.0
22,1,0.0
22,2,0.0
22,5,0.0
22,four,0.0
22,66,0.0
22,13,1.0
22,10,1.0
1965,"august 6, 1965",1.0
Robert Allen Wiethoff,Arthur Morgan,0.0
Robert Allen Wiethoff,rob wiethoff,2.0
"near Tully, Queensland","Kruger National Park, South Africa",0.0
"near Tully, Queensland",Dungay near Murwillumbah,0.0
"near Tully, Queensland",Melbourne,0.0
"near Tully, Queensland",Kruger National Park,0.0
"near Tully, Queensland",new south wales,2.0
"near Tully, Queensland",Australia,2.0
mutations in the LRP2 gene,an Irish village named Kilshannon,0.0
mutations in the LRP2 gene,Donnai-Barrow syndrome,0.0
mutations in the LRP2 gene,the belief,0.0
mutations in the LRP2 gene,count dracula,0.0
mutations in the LRP2 gene,Russian,0.0
mutations in the LRP2 gene,Kilshannon,0.0
mutations in the LRP2 gene,hair growth on the forehead,1.0
mutations in the LRP2 gene,the center of the forehead,1.0
mutations in the LRP2 gene,a bilateral pair of periorbital fields,1.0
courage,Paraguayan,0.0
courage,595,0.0
courage,independence and liberty,1.0
"""support our troops""",solidarity,0.0
"""support our troops""",the official color of the armor branch,0.0
"""support our troops""",wisdom and intuition,0.0
"""support our troops""",Epilepsy awareness,0.0
"""support our troops""",thirteen British colonies,0.0
"""support our troops""",army service ribbon,1.0
"""support our troops""",a close family member is abroad,1.0
"""support our troops""",welcome home,1.0
"""support our troops""",support of troops in missions,1.0
Lilliana Ketchman,Madison Nicole Ziegler,0.0
2018,1990,0.0
2018,2017,0.0
2018,2008,0.0
2018,1991,0.0
2018,2010,0.0
a brolly,parasol,0.0
a brolly,biscuit,0.0
a brolly,a defense against rain,0.0
"39,250",3613732,0.0
"39,250",61819,0.0
"39,250",37461,0.0
"39,250",3477,0.0
"39,250",63,0.0
"39,250",32999,0.0
"39,250",1063,0.0
"39,250",5,0.0
"39,250",17069592,0.0
self-perfection,Message in a Bottle,0.0
self-perfection,Flying,0.0
self-perfection,self - perfection,1.0
11 October 1959,1911,0.0
11 October 1959,1967,0.0
11 October 1959,between 11 October 1959 and 1974,2.0
Fantasia,mary poppins,0.0
Fantasia,Nutcracker,0.0
Janet-Laine Green,Catherine Bell,0.0
Janet-Laine Green,alyssa milano,0.0
Janet-Laine Green,Catherine Disher,0.0
